name,networth,education
Friedrich Sthamer,,Leipzig University
Friedrich Stromeyer,,University of Göttingen
Friedrich Syrup,,University of Rostock
Friedrich Theodor von Frerichs,,University of Göttingen
Friedrich Tinner,,Katholieke Universiteit Leuven
Friedrich Wilhelm Argelander,,University of Königsberg
Friedrich Wilhelm Semmler,,University of Strasbourg
Friedrich Wilhelm von Thulemeyer,,Paris
Friedrich von Wieser,,Doctor of law
Friedwardt Winterberg,,Max Planck Society
Frigide Barjot,,Sciences Po
Frits Agterberg,,University of Wisconsin–Madison
Frits Bolkestein,,University of Amsterdam
Frits Kemp,,Law
Frits Kemp,,Radboud University Nijmegen
Frits Korthals Altes,,Leiden University
Frits Philips,,Delft University of Technology
Frits Zernike,,University of Amsterdam
Fritz Albert Lipmann,,Kaiser Wilhelm Society
Fritz Arndt,,University of Bern
Fritz Carlson,,Uppsala University
Fritz Coleman,,Salem College
Fritz Feigl,,University of Vienna
Fritz Gajewski,,Leipzig University
Fritz Gassmann,,ETH Zurich
Fritz Gesztesy,,University of Graz
Fritz Goos,,Technical University of Berlin
Fritz Guy,,Seventh-day Adventist Theological Seminary
Fritz Haber,,Humboldt University of Berlin
Fritz Hellwig,,University of Marburg
Fritz Jean,,The New School
Fritz John,,University of Göttingen
Fritz Kuhn,,University of Tübingen
Fritz Laves,,University of Zurich
Fritz Leonhardt,,University of Stuttgart
Fritz Machlup,,Doctorate
Fritz Mannheimer,,Heidelberg University
Fritz Müller,,Humboldt University of Berlin
Fritz Müller ,,University of Zurich
Fritz Neumayer,,University of Würzburg
Fritz Noether,,Ludwig Maximilian University of Munich
Fritz Pregl,,University of Graz
Fritz Sauter,,University of Innsbruck
Fritz Todt,,Technische Universität München
Fritz Ullmann,,University of Geneva
Fritz Ursell,,Trinity College Cambridge
Fritz Windhorst,,Redeemer-Seton High School
Fritz Zweigelt,,University of Graz
Fritz Zwicky,,ETH Zurich
Friðrik Klemenz Sophusson,,University of Iceland
Froelich Rainey,,Yale University
Froilan Tenorio,,Marquette University
Froilano de Mello,,University of Porto
Froma Harrop,,New York University
Frosso Kiaou,,University of Hamburg
Fréderike Geerdink,,Windesheim University of Applied Sciences
Frédéric-Auguste Quesnel,,Collège de Montréal
Frédéric Encel,,Paris 8 University
Frédéric Gagey,,ENSAE ParisTech
Frédéric Joliot-Curie,,ESPCI ParisTech
Frédéric Lemoine,,Sciences Po
Frédéric Mitterrand,,Sciences Po
Frédéric Oudéa,,Sciences Po
Frédéric Salat-Baroux,,Sciences Po
Frédéric Y. Bois,,Paul Verlaine University – Metz
Frøystein Gjesdal,,Norwegian School of Economics
Fu Dingyi,,Peking University
Fu Kun-chi,,National Dong Hwa University
Fu Lei,,University of Paris
Fu Mingxia,,Tsinghua University
Fu Xiaoguang,,Jilin_University_of_Technology
Fu Zhenghua,,Peking University
Fuad Aleskerov,,Moscow State University
Fuad El-Hibri,,Yale University
Fuad Issa al-Jouni,,University of Sheffield
Fuad Masum,,University of Baghdad
Fuad Rouhani,,University of London
Fuat Sezgin,,Istanbul University
Fujio Cho,,University of Tokyo
Fujio Ishihara,,Waseda University
Fujisawa Shu,,Hosei University
Fukushi Masaichi,,Nippon Medical School
Fukushiro Nukaga,,Waseda University
"Fulke Greville, 1st Baron Brooke",,Jesus College Cambridge
Fuller Albright,,Harvard Medical School
Fuller Harding,,University of Louisville School of Law
Fuller W. Bazer,,North Carolina State University
Fulton J. Sheen,,Catholic University of Leuven (1834–1968)
Fulufhelo Nelwamondo,,Harvard University
Fulvio Melia,,University of Melbourne
Fumi Nikaidō,,Keio University
Fumihiko Imamura,,Tohoku University
Fumihiro Himori,,Chuo University
Fumimaro Konoe,,Kyoto University
Fumio Gotō,,University of Tokyo
Fumio Hayashi,,Harvard University
Fumio Kishida,,Waseda University
Fumio Kyūma,,University of Tokyo
Fumio Ueda,,Chuo University
Fumitaro Ohama,,University of Southern California
Fung Chi-wood,,Chinese University of Hong Kong
Funmilayo Olayinka,,Central State University
Furious Pete,,McMaster University
Furman Bisher,,Bachelor of Arts
Fusakichi Omori,,University of Tokyo
Fushih Pan,,National Taiwan University
Fuziah Salleh,,University of Reading
Fuzzy Woodruff,,University of Alabama
Fyodor Dostoyevsky,,Military Engineering-Technical University
Fyodor Sergeyev,,Bauman Moscow State Technical University
Fátima Bernardes,,Federal University of Rio de Janeiro
Fátima Choi,,University of Essex
Fátima Felgueiras,,University of Coimbra
Félicien M. Steichen,,University of Lausanne
Félix-Gabriel Marchand,,Collège Antoine-Girouard
Félix Candela,,Superior Technical School of Architecture of Madrid
Félix Córdova Dávila,,National University School of Law
Félix Luna,,University of Buenos Aires
Félix Rodríguez de la Fuente,,University of Valladolid
Félix Vicq-d'Azyr,,University of Paris
Félix Vásquez,,Master's degree
Félix W. Ortiz,,New York University
F.C. Richardson,,Rust College
"F. A. Little, Jr.",,Tulane University Law School
F. Augustus Heinze,,Columbia University
F. Blair Wimbush,,University of Virginia School of Law
F. Bradford Morse,,Boston University School of Law
F. C. Kohli,,Queen's University
F. Carroll Brewster,,University of Pennsylvania
F. Charles Brunicardi,,Rutgers_University_School_of_Medicine
F. Clever Bald,,University of Michigan
F. Clifton White,,Colgate University
F. D. Colson,,Bachelor of Laws
F. D. Colson,,Cornell University
F. D. Reeve,,Princeton University
F. D. Reeve,,Princeton University
F. David Mathews,,University of Alabama
"F. E. Smith, 1st Earl of Birkenhead",,University of Liverpool
F. Emmett Fitzpatrick,,Saint Joseph's University
F. Gary Simpson,,University of Delaware
F. Gordon A. Stone,,Christ's College Cambridge
F. J. Duarte,,Macquarie University
F. J. Foakes-Jackson,,Trinity College Cambridge
F. J. Mills,,University of Vermont
"F. J. Robinson, 1st Viscount Goderich",,St John's College Cambridge
F. James Rutherford,,Harvard Graduate School of Education
F. Jay Barrows,,Mansfield High School (Massachusetts)
F. Jay Taylor,,Claremont Graduate University
F. Joseph Gossman,,St. Mary's Seminary and University
F. King Alexander,,University of Wisconsin–Madison
F. L. Lucas,,Trinity College Cambridge
F. Lauriston Bullard,,College of Wooster
F. Lee Bailey,,Harvard University
F. M. Powicke,,Victoria University of Manchester
F. Michael Burkett,,United States Air Force Academy
F. Murray Abraham,,University of Texas at El Paso
F. O. %22Potch%22 Didier,,Centenary College of Louisiana
F. R. Scott,,McGill University
"F. Ray Keyser, Jr.",,Boston University School of Law
F. Ross Johnson,,University of Toronto
F. Ryan Duffy,,University of Wisconsin–Madison
F. S. Sampson,,Hampden–Sydney College
F. Scott Fitzgerald,,Princeton University
F. Sionil José,,University of Santo Tomas
F. Thomas Farrell,,Yale University
F. Thomson Leighton,,Princeton University
F. Trubee Davison,,Groton School
F. Tulga Ocak,,Ankara University
F. W. de Klerk,,Potchefstroom University for Christian Higher Education
F. Whitten Peters,,Juris Doctor
Fabian Bruskewitz,,Pontifical North American College
Fabian Hamilton,,University of York
Fabian Kasi,,Association of Chartered Certified Accountants
Fabian Núñez,,Pitzer College
Fabian Picardo,,Oriel College Oxford
Fabian Ribauw,,La Trobe University
Fabian Wagner,,Northern Film School
Fabiana García Lago,,Instituto Universitario Nacional del Arte
Fabiana Ríos,,National University of Rosario
Fabien ,,Paris 12 Val de Marne University
Fabien Baron,,École nationale supérieure des arts appliqués et des métiers d'art
Fabien Chéreau,,Tampere University of Technology
Fabien Cousteau,,Boston University
Fabienne Kanor,,University of Orléans
Fabienne Keller,,École Polytechnique
Fabio Mercurio,,Erasmus University Rotterdam
Fabio Rosati,,Georgetown University
Fabio Sani,,London School of Economics
Fabio Valencia Cossio,,University of Antioquia
Fabiola Beracasa-Beckman,,Boston College
Fabiola Gianotti,,University of Milan
Fabián E. Bustamante,,Georgia Institute of Technology
Fabrice Aragno,,École cantonale d'art de Lausanne
Fabrice Brégier,,Mines ParisTech
Fabrice Grinda,,Princeton University
Fabrizio Barca,,University of Cambridge
Fabrizio Cicchitto,,Sapienza University of Rome
Fabrizio Saccomanni,,Bocconi University
Fabrizio Zilibotti,,University of Bologna
Fabrizio de Miranda,,University of Naples Federico II
Fadel Al Mheiri,,American University of Sharjah
Fadi Elsalameen,,Johns Hopkins University
Fadillah Yusof,,University of Malaya
Fadzil Noor,,Al-Azhar University
Fadzilah Kamsah,,University of Malaya
Fae Ellington,,Jamaica
Faezeh Hashemi,,Islamic Azad University
Fagun Thakrar,,London College of Fashion
Fahad Ensour,,Damascus University
Fahad Mirza,,Dow Medical College
Fahd Ananta,,University of Toronto
Fahd Hariri,1.07E9,École Spéciale d'Architecture
Fahd bin Abdul Rahman Balghunaim,,King Fahd University of Petroleum and Minerals
Fahed Boodai,,University of San Diego
Faheem Hussain,,Imperial College London
Fahim Rahim,,Aga Khan University
Fahim bin Sultan Al Qasimi,,Cairo University
Fahimul Anam,,Master of Arts
Fahimul Anam,,University of London
Fahmida Mirza,,Liaquat University of Medical and Health Sciences
Fahrettin Kerim Gökay,,Istanbul University
Faik Konica,,Harvard University
Faik Öztrak,,Ankara University
Fairfax Harrison,,Master of Arts
Fairfax Harrison,,Yale University
Fairoz Khan,,Govt._P.G._College_Bhaderwah
Faisal Basri,,University of Indonesia
Faisal Bin Shamlan,,Bakht_al-Ridha_Institute
Faisal Farooqui,,Binghamton University
Faisal Gill,,American University
Faisal Hawar,,Aligarh Muslim University
Faisal Islam,,Newspaper
Faisal Islam,,Manchester Grammar School
Faisal Kutty,,University of Ottawa Faculty of Law
Faisal Masud,,Nishtar Medical College
Faisal Mekdad,,Damascus University
Faisal Qureshi ,,Louisiana State University
Faisal Qureshi ,,National College of Arts
Faisal Raza Abidi,,Bachelor of Business Administration
Faisal Saigol,,Jesus College Cambridge
Faisal Shahzad,,Southeastern University (Washington D.C.)
Faisal Subzwari,,Bachelor of Business Administration
Faisal al-Qassem,,Damascus University
Faisz Musthapha,,University of Ceylon
Faiszer Musthapha,,Royal College Colombo
Faith Ireland,,Willamette University College of Law
Faith Jenkins,,Southern University Law Center
Faith Popcorn,,New York University
Faith S. Hochberg,,Harvard Law School
Faith Whittlesey,,Hague Academy of International Law
Faiz Ahmad Faiz,,English literature
Faiz Ahmad Faiz,,Murray College
Faiz Bhora,,Ronald Reagan UCLA Medical Center
Faiza Al-Kharafi,,Kuwait University
Faizah Jamal,,National University of Singapore
Faizan Khawaja,,Whistling Woods International Institute
Faizan Mustafa,,International Institute of Human Rights
Faizullah Kakar,,Indiana University
Fakhraddin Mousavi,,Qom Seminary
Fakhri A. Bazzaz,,University of Baghdad
Fakhruddin Ahmed,,University of Dhaka
Fakhruddin Ali Ahmed,,St. Stephen's College Delhi
Fakhruddin G. Ebrahim,,Sindh Muslim Law College
Fakrul Alam,,University of Dhaka
Falen Bonsett,,University of Southern Indiana
Falkner Allison,,Jesus College Cambridge
Fan Bao,,Fudan University
Fan Changlong,,People's_Liberation_Army_Military_Academy
Fan Chiang Tai-chi,,National Chengchi University
Fan Chih-ku,,National Chiao Tung University
Fan Chung,,University of Pennsylvania
Fan Haifu,,Peking University
Fan S. Noli,,Harvard University
Fang Chih,,University of Tsukuba
Fang Lizhi,,Beijing No. 4 High School
Fang Xiping,,Anhui Agricultural University
Fang Zhouzi,,University of Science and Technology of China
Fani Badayuni,,Aligarh Muslim University
Fannie Heaslip Lea,,H. Sophie Newcomb Memorial College
Fannie Pearson Hardy Eckstorm,,Smith College
Fanny Alving,,Stockholm
Fanny Jackson Coppin,,Oberlin College
Fanny Jane Butler,,London School of Medicine for Women
Fanny Law,,Chinese University of Hong Kong
Fanny Sidney,,Cours Florent
Fanula Papazoglu,,University of Belgrade
Faoa Aitofele Sunia,,University of San Francisco
Farad Azima,,University of Leeds
Farah Aqil,,Master of Arts
Farah Ghuznavi,,London School of Economics
Farah Hussein Sharmarke,,Somali National University
Farah Mahbub ,,University of Dhaka
Farah Pandith,,Fletcher School of Law and Diplomacy
Farahnaz Ispahani,,Wellesley College
Faranak Margolese,,Stern College for Women
Farangis Yeganegi,,University of Southern California
Faraz Javed,,University at Buffalo
Fardad Fateri,,Harvard University
Fareed Zakaria,,Harvard University
Fares D. Noujaim,,Pace University
Farhad Hafezi,,University of Bern
Farhad Mazhar,,University of Dhaka
Farhad Moshiri ,1.84E9,University College London
Farhan Zaidi,,University of California Berkeley
Farhat Ishtiaq,,Bachelor's degree
Farhat Ishtiaq,,NED University of Engineering and Technology
Farhat Rajhi,,Tunis University
Farhatullah Babar,,Bachelor of Engineering
Faria Alam,,Ponteland High School
Fariborz Arabnia,,Middle East University (Jordan)
Farid Ghadry,,American University
Farid Kamil,,Bachelor's degree
Farid Kamil,,Universiti Teknologi MARA
Farid Khavari,,University of Hamburg
Farida Abdulla Khan,,Panjab University Chandigarh
Farida Mzamber Waziri,,Lagos State University
Faris Al-Rawi,,University of the West Indies
Farish Jenkins,,Princeton University
Farley Mowat,,University of Toronto
Farman Fatehpuri,,University of Karachi
Farooq Abdullah,,Tyndale Biscoe School
Farooq Azam,,Czechoslovak Academy of Sciences
Farooq Leghari,,Kingston University
Farooq Naek,,University of Karachi
Farooq Rind,,University of Sindh
Farooq Sobhan,,University of Dhaka
Farouk Abu Issa,,Alexandria University
Farouk El-Baz,,Missouri University of Science and Technology
Farouk Shami,,University of Arkansas
Farouq Qasrawi,,American University of Beirut
Farrah Fawcett,,W. B. Ray High School
Farrah Fawcett,,University of Texas at Austin
Farrell Till,,Harding University
"Farrer Herschell, 1st Baron Herschell",,University College London
Farrhad Acidwalla,,Bombay Scottish School Mahim
Farrokh Saidi,,Harvard University
Farrukh Ahmad,,City College Kolkata
Farrukh Saleem,,State University of New York
Farrukh Shahbaz Warraich,,Punjab (region)
Farshad Fotouhi,,Michigan State University
Faruk Nafız Özak,,Karadeniz Technical University
Faruk Çelik,,Uludağ University
Farukh Ruzimatov,,Vaganova Academy of Russian Ballet
Farzad Dibachi,,San Jose State University
Farzad Sharifian,,Edith_Cowan_University_Australia
Farzana Aslam,,School of Physics and Astronomy University of Manchester
Fasha Farshad Mahjoor,,Manchester Metropolitan University
Fateh Muhammad Malik,,Gordon College (Pakistan)
Fateh Singh Rathore,,Wildlife Institute of India
Fatema Akbari,,American University of Afghanistan
Fatemeh Keshavarz,,Master of Arts
Fatemeh Keshavarz,,Shiraz University
Fatemeh Rakeei,,Allameh Tabataba'i University
Faten Zahran Mohammed,,Zagazig University
Fathi Shaqaqi,,Mansoura University
Fathimath Dhiyana Saeed,,Osaka University
Fathy El Shazly,,Ain Shams University
Fatih Birol,,Vienna University of Technology
Fatima Beyina-Moussa,,HEC Montréal
Fatima Chohan,,University of the Witwatersrand
Fatima Jibrell,,Damascus University
Fatima Jinnah,,Dental degree
Fatimah Busu,,University of Science Malaysia
Fatimah Lateef,,National University of Singapore
Fatimat Olufunke Raji-Rasaki,,University of Lagos
Fatma Güldemet Sarı,,Yıldız Technical University
Fatma Koşer Kaya,,International law
Fatma Şahin,,Istanbul Technical University
Fatmir Gjata,,Maxim Gorky Literature Institute
Fatmir Sejdiu,,University of Pristina (1969–99)
Fatos Nano,,University of Tirana
Fatou Bensouda,,International Maritime Law Institute
Fats Everett,,Murray State University
Faure Gnassingbé,,Paris Dauphine University
Faustin-Archange Touadéra,,Université Félix Houphouët-Boigny
Faustine Ndugulile,,University of Dar es Salaam
Fausto Cercignani,,University of Milan
Fausto Vallejo,,Universidad Michoacana de San Nicolás de Hidalgo
Fauzia Kasuri,,St. Joseph's College (Pakistan)
Fauzia Wahab,,National Defence University Pakistan
Fauzia Yasmin,,University of Dhaka
Fauziah Mohd Taib,,Sorbonne
Fawn Hall,,Annandale High School
Fawn Sharp,,University of Washington School of Law
Fawwaz T. Ulaby,,American University of Beirut
Fawzi Abdel A'al,,Types of educational institutions
Fawzi Salloukh,,American University of Beirut
Fawzia Fahim,,Ain Shams University
Fawzia Koofi,,Preston University (Pakistan)
Fawziyya Abu Khalid,,American University of Beirut
Fay Ajzenberg-Selove,,University of Wisconsin–Madison
Fay Boozman,,University of Arkansas for Medical Sciences
Fay Dowker,,University of Cambridge
Fay Hartog-Levin,,Loyola University Chicago School of Law
Fay Lanphier,,Oakland High School (Oakland California)
Fay Stender,,University of Chicago
Fay Vincent,,Yale Law School
Fay Zwicky,,University of Melbourne
Faya Ora Rose Touré,,Harvard Law School
Fayaz Ahmad Lone,,Aligarh Muslim University
Faye Dunaway,,Boston University
Faye Flam,,Science communication
Faye Hanohano,,Hawaii Community College
Faye Kellerman,,Dental degree
Faye Kellerman,,University of California Los Angeles
Faye Leung,,main.htm
Faye Marsay,,Bristol Old Vic Theatre School
Fayez Tarawneh,,University of Jordan
Faysal Ali Warabe,,University of Helsinki
Faysal Sohail,,University of Illinois at Urbana–Champaign
Fayssal Abbas,,Damascus University
Fayyad Abdel Moneim,,Al-Azhar University
Fayyazuddin,,University of the Punjab
Fayçal El-Khoury,,Concordia University
Fazal-ur-Rehman ,,University of Peshawar
Fazal Ahmad Khalid,,University of Karachi
Fazal Akbar,,City Law School
Fazal Haq Mujahid,,Kabul University
Fazal Ilahi Chaudhry,,Aligarh Muslim University
Fazal Ur Rehman ,,Sindh Muslim Law College
Fazeelat Aslam,,Wellesley College
Fazil Rahu,,Aligarh Muslim University
Fazle Hasan Abed,2.7E9,Naval architecture
Fazle Hasan Abed,2.7E9,Dhaka College
Fazle Hussain,,Bangladesh University of Engineering and Technology
Fazlollah Reza,,New York University Tandon School of Engineering
Fazlul Karim ,,Chittagong College
Fazlul Qadir Chaudhry,,Presidency University Kolkata
Fazlur Rahman Khan,,Indian Institute of Engineering Science and Technology Shibpur
Fe del Mundo,,Harvard Medical School
Feargal Quinn,,University College Dublin
Fearne Cotton,,Haydon School
Fearon Fallows,,St John's College Cambridge
Federica Mogherini,,Sapienza University of Rome
Federico A. Moreno,,University of Notre Dame
Federico Caffè,,Sapienza University of Rome
Federico Cafiero,,University of Naples Federico II
Federico Capasso,,Sapienza University of Rome
Federico Cuello Camilo,,Santo Domingo Institute of Technology
Federico Degetau,,Complutense University of Madrid
Federico Faggin,,University of Padua
Federico Franco,,Universidad Nacional de Asunción
Federico Ling Altamirano,,National Autonomous University of Mexico
Federico Marchetti ,,Bocconi University
Federico Peña,,University of Texas at Austin
Federico Renjifo Vélez,,Pontifical Xavierian University
Federico Sturzenegger,,National University of La Plata
Federico de Madrazo,,Real Academia de Bellas Artes de San Fernando
Federigo Enriques,,Scuola Normale Superiore di Pisa
Fedir Shvets,,University of Tartu
Fedor Baranov,,Peter the Great St. Petersburg Polytechnic University
Fehmi Demir,,Anadolu University
Fei-Fei Li,,Princeton University
Feisal al-Istrabadi,,Indiana University
Feiz Mohammad,,Islamic University of Madinah
Feleti Sevele,,University of Canterbury
Felice Frankel,,Brooklyn College
Felice Lieh-Mak,,University of Santo Tomas
Felicia D. Henderson,,Master of Fine Arts
Felicia D. Henderson,,University of California Los Angeles
Felicia Kentridge,,University of Cape Town
Felicia Mabuza-Suttle,,Marquette University
"Feliciano Belmonte, Jr.",,Lyceum of the Philippines University
Felicity Huffman,,New York University
Felicity Jones,,Wadham College Oxford
Felicity Landon,,New Hall School
Felicity Landon,,Harlow College
Feliks Kon,,University of Warsaw
Felipe Calderón,,Escuela Libre de Derecho
Felipe Calderón ,,University of Santo Tomas
Felipe Fuentes,,Pepperdine University
Felipe González,,University of Seville
Felipe Gozon,,Yale Law School
Felipe Harboe,,Central University of Chile
Felipe Larraín Bascuñán,,Harvard University
Felipe Medalla,,Northwestern University
Felipe Rutini,,Reale_Scuola_di_Agricoltura_di_Ascoli_Piceno
Felisa Miceli,,University of Buenos Aires
Felisa Wolfe-Simon,,Oberlin Conservatory of Music
Felix Alvarez,,Goldsmiths University of London
Felix Berezin,,Moscow State University
Felix Bernstein,,Bard College
Felix Bernstein ,,University of Göttingen
Felix Bloch,,Leipzig University
Felix C. Gotschalk,,Virginia Commonwealth University
Felix Chung,,Robert Gordon University
Felix Dias Bandaranaike,,Royal College Colombo
Felix Dittmer,,University of Queensland
Felix E. Feist,,Columbia University
Felix Edward Hébert,,Tulane University
Felix Ehrenhaft,,University of Vienna
Felix Frankfurter,,Harvard Law School
Felix Fuentebella,,University of the Philippines
Felix Hausdorff,,Leipzig University
Felix Jacoby,,Humboldt University of Berlin
Felix Klein,,University of Bonn
Felix Koskei,,University of Nairobi
Felix Kramer,,Cornell University
Felix Leinen,,University of Freiburg
Felix Makasiar,,Ateneo de Manila University
Felix Mann,,Westminster Hospital
Felix Milgrom,,University of Wrocław
Felix Morrow,,New York University
Felix Nyarko-Pong,,University of Ghana
Felix Octave Pavy,,Tulane University School of Medicine
Felix Otto ,,University of Bonn
Felix Perez Camacho,,Marquette University
Felix Pirani,,University of Cambridge
Felix R. de Zoysa,,Nalanda College Colombo
Felix Reginald Dias Bandaranaike I,,Royal College Colombo
Felix Reginald Dias Bandaranaike II,,Royal College Colombo
Felix Rohatyn,,Bachelor of Science
Felix Roque,,Universidad Central del Este
Felix Salmon,,University of Glasgow
Felix Sater,,Pace University
Felix V. Matos Rodriguez,,Latin American studies
Felix Van Groeningen,,Royal Academy of Fine Arts (Ghent)
Felix Villars,,ETH Zurich
Felix Vulis,,Moscow State Institute of International Relations
Felix Wankel,,Germany
Felix Weil,,Goethe University of Frankfurt
Felix Weinberg,,University of London
Felix William Fuentebella,,San_Sebastian_College_Recoletos_Institute_of_Law
Felix Ziegel,,Moscow State University
Felix von Luschan,,University of Vienna
Felixberto Urbiztondo,,University of the East
Femi Hamzat,,University of Ibadan
Femi Oke,,University of Birmingham
Femi Olubanwo,,Nigerian Law School
Femi Osofisan,,University of Ibadan
Femi Pedro,,University of Wisconsin–Madison
Fenella Mukangara,,University of Natal
Feng Congde,,Sorbonne
Feng Guozhang,,Baoding Military Academy
Feng Lixiang,,Taiyuan University of Technology
Feng Ming-chu,,National Taiwan University
Feng Youlan,,Peking University
Feng Zhang,,Harvard University
Fenimore Chatterton,,George Washington University
Feniosky Peña-Mora,,Universidad Nacional Pedro Henríquez Ureña
Fenwicke Holmes,,Gould Academy
Feodor Pryanishnikov,,Higher education
Feofan Davitaia,,Tbilisi State University
Ferdi Statzer,,Mozarteum University of Salzburg
Ferdie Pacheco,,University of Miami
Ferdinand-Jean Darier,,Collège de France
Ferdinand Brucker,,University of Michigan Law School
Ferdinand Christian Baur,,University of Tübingen
Ferdinand D. Bluford,,Virginia Union University
Ferdinand E. Kuhn,,University of Notre Dame
Ferdinand Francis Fernandez,,Harvard Law School
Ferdinand Freudenstein,,Harvard University
Ferdinand Georg Frobenius,,Humboldt University of Berlin
Ferdinand Hurter,,ETH Zurich
Ferdinand Kingsley,,Guildhall School of Music and Drama
Ferdinand Lacina,,Vienna University of Economics and Business
Ferdinand Lindheimer,,University of Jena
Ferdinand Ludwig Herff,,University of Giessen
Ferdinand Marcos,,University of the Philippines College of Law
Ferdinand Minding,,Martin Luther University of Halle-Wittenberg
Ferdinand Odžakov,,Ss. Cyril and Methodius University of Skopje
Ferdinand P. Beer,,University of Geneva
Ferdinand Pascual,,University of Baguio
Ferdinand Peper,,Delft University of Technology
Ferdinand Tiemann,,Braunschweig University of Technology
Ferdinand Zirkel,,University of Bonn
Ferdinand de Boisschot,,Old University of Leuven
Ferdinand de Lesseps,,Lycée Henri-IV
Ferdinand von Lindemann,,University of Erlangen-Nuremberg
Ferdinand von Richthofen,,University of Wrocław
Ferdinand von Roemer,,Paleontology
Ferdinand von Trauttmansdorff,,University of Vienna
Ferdinand Ďurčanský,,Hague Academy of International Law
Ferdinando Gliozzi,,University of Turin
Ferdinando Imposimato,,University of Naples Federico II
Ferdinando Petruccelli della Gattina,,Sorbonne
Ferdous Ahmed,,University of Dhaka
Ferdousi Mazumder,,Master of Arts
Ferdousi Mazumder,,University of Dhaka
Ferenc A. Jolesz,,Semmelweis University
Ferenc Bartha,,Corvinus University of Budapest
Ferenc Békássy,,King's College Cambridge
Ferenc Gyurcsány,,University of Pécs
Fereydoon Abbasi,,Shahid Beheshti University
Fereydun Ebrahimi,,University of Tehran
Fergus Bordewich,,City College of New York
Fergus Ewing,,University of Glasgow
Fergus Henderson ,,University of Melbourne
Fergus I. M. Craik,,University of Edinburgh
Fergus Millar,,Trinity College Oxford
Fergus O'Brien,,Dublin Institute of Technology
Ferguson Rodger,,University of Glasgow
Fergy Brown,,University of Toronto
Ferial Govashiri,,University of California Irvine
Ferial Haffajee,,University of the Witwatersrand
Ferid Murad,,Case Western Reserve University School of Medicine
Feridun Bilgin,,Yıldız Technical University
Feridun Hamdullahpur,,Doctor of Philosophy
Feridun Hamdullahpur,,Istanbul Technical University
Feridun Sinirlioğlu,,Ankara University
Ferit Hoxha,,University of Tirana
Ferit Melen,,Ankara University
Ferit Şahenk,,Boston College
Ferjenel Biron,,West Visayas State University
Fermin Torralba,,University of Michigan
Fernand Dubé,,University of Ottawa
Fernand Holweck,,ESPCI ParisTech
Fernand St. Germain,,Boston University School of Law
Fernanda Canales,,Universidad Iberoamericana
Fernanda Eberstadt,,Magdalen College Oxford
Fernanda Viégas,,MIT Media Lab
Fernande R.V. Duffly,,Harvard Law School
Fernando Altamirano,,National_School_of_Medicine_Mexico
Fernando Antonio Bermúdez Arias,,University of Zulia
Fernando Araújo Perdomo,,Pontifical Xavierian University
Fernando Batul,,Palawan State University
Fernando Belaúnde Terry,,University of Miami
Fernando Botero Zea,,University of Los Andes (Colombia)
Fernando C. Beaman,,Franklin Academy (New York)
Fernando C. Layton,,Wittenberg University
Fernando Cabrera ,,Argosy University
Fernando Capalla,,St. Vincent Ferrer Seminary
Fernando Carrera,,University of Cambridge
Fernando Carrillo Flórez,,Bachelor of Arts
Fernando Cepeda Ulloa,,Legum Doctor
Fernando Chagas Carvalho Neto,,Universidade do Vale do Rio dos Sinos
Fernando Cheung,,Hong Kong Baptist University
Fernando Chui,,University of Oklahoma
Fernando Codá Marques,,Cornell University
Fernando Collor de Mello,,University of Brasília
Fernando Espuelas,,Connecticut College
Fernando Ferrer,,New York University
Fernando Filoni,,Pontifical Lateran University
Fernando Fiore,,Montclair State University
Fernando Fischmann,,University of Chile
Fernando García Roel,,University of Wisconsin–Madison
Fernando Gómez Mont,,Escuela Libre de Derecho
Fernando Haddad,,University of São Paulo
Fernando Henrique Cardoso,,University of São Paulo
Fernando Iglesias Calderón,,Antigua Escuela de Jurisprudencia Mexico City
Fernando J. Corbató,,Massachusetts Institute of Technology
Fernando J. Gaitan Jr.,,University of Missouri–Kansas City School of Law
Fernando Londoño,,Pontifical Xavierian University
Fernando Londoño y Londoño,,University of Cauca
Fernando Lorenzo,,Charles III University of Madrid
Fernando Lugo,,Universidad Católica Nuestra Señora de la Asunción
Fernando M. Olguin,,UC Berkeley School of Law
Fernando Martín García,,Harvard Law School
Fernando María Guerrero,,University of Santo Tomas
Fernando Morán ,,London School of Economics
Fernando Napolitano,,Harvard Business School
Fernando Niño de Guevara,,University of Salamanca
Fernando Nottebohm,,University of California Berkeley
Fernando Ocampo,,University of Santo Tomas
Fernando Panesso Serna,,National University of Colombia
Fernando Pérez ,,University of Colorado
Fernando Sanford,,Carthage College
Fernando Teixeira dos Santos,,University of Porto
Fernando Torres-Gil,,San Jose State University
Fernando Ureña Rib,,Universidad Autónoma de Santo Domingo
Fernando Vianello,,Jesus College Cambridge
Fernando Zobel de Ayala,,Ladycross School
Fernando da Costa Novaes,,Federal University of Rio de Janeiro
Fernando da Mata Pimentel,,Pontifical Catholic University of Minas Gerais
Fernando de Santibañes,,Universidad del Salvador
Feroz Khan Noon,,University of Oxford
Ferran Soriano,,ESADE
Ferrell Haile,,University of Tennessee
Fess Parker,,Hardin–Simmons University
Festus Limbu,,Bangladesh Institute of Development Studies
Festus Mogae,,University College Oxford
Festus Walters,,Cornell University
Feza Gürsey,,University of Cambridge
Fiach Mac Conghail,,Trinity College Dublin
